,temperature_2m_mean,city,,,,,,,,,
2051,27.3,Colombo,,,,,,,,,
2052,27,Colombo,,,,,,,,,
2053,26.8,Colombo,,,,,,,,,
2054,26.2,Colombo,,,,,,,,,
2055,26.6,Colombo,,,,,,,,,
2056,27.2,Colombo,,,,,,,,,
2057,26.8,Colombo,,,,,,,,,
2058,27.4,Colombo,,,,,,,,,
2059,27.1,Colombo,,,,,,,,,
2060,26.8,Colombo,,,,,,,,,
2061,26.2,Colombo,,,,,,,,,
2062,26.6,Colombo,,,,,,,,,
2063,26.5,Colombo,,,,,,,,,
2064,26.4,Colombo,,,,,,,,,
2065,26,Colombo,,,,,,,,,
2066,26.5,Colombo,,,,,,,,,
2067,26.1,Colombo,,,,,,,,,
2068,27,Colombo,,,,,,,,,
2069,26.5,Colombo,,,,,,,,,
2070,27.3,Colombo,,,,,,,,,
2071,26.1,Colombo,,,,,,,,,
2072,26.1,Colombo,,,,,,,,,
2073,26.1,Colombo,,,,,,,,,
2074,26.5,Colombo,,,,,,,,,
2075,26,Colombo,,,,,,,,,
2076,26.4,Colombo,,,,,,,,,
2077,26.8,Colombo,,,,,,,,,
2078,25.9,Colombo,,,,,,,,,
2079,26.2,Colombo,,,,,,,,,
2080,26.7,Colombo,,,,,,,,,
2081,26.6,Colombo,,,,,,,,,
2082,26.7,Colombo,,,,,,,,,
2083,26,Colombo,,,,,,,,,
2084,26.6,Colombo,,,,,,,,,
2085,26.3,Colombo,,,,,,,,,
2086,26.3,Colombo,,,,,,,,,
2087,26.4,Colombo,,,,,,,,,
2088,26.7,Colombo,,,,,,,,,
2089,26.9,Colombo,,,,,,,,,
2090,27.1,Colombo,,,,,,,,,
2091,26.3,Colombo,,,,,,,,,
2092,26.3,Colombo,,,,,,,,,
2093,25.6,Colombo,,,,,,,,,
2094,25.6,Colombo,,,,,,,,,
2095,26,Colombo,,,,,,,,,
2096,25.6,Colombo,,,,,,,,,
2097,24.6,Colombo,,,,,,,,,
2098,24.8,Colombo,,,,,,,,,
2099,26.2,Colombo,,,,,,,,,
2100,26.9,Colombo,,,,,,,,,
2101,27,Colombo,,,,,,,,,
2102,26.6,Colombo,,,,,,,,,
2103,25.8,Colombo,,,,,,,,,
2104,26.8,Colombo,,,,,,,,,
2105,26.6,Colombo,,,,,,,,,
2106,26.7,Colombo,,,,,,,,,
2107,26.1,Colombo,,,,,,,,,
2108,26.6,Colombo,,,,,,,,,
2109,27.1,Colombo,,,,,,,,,
2110,26.5,Colombo,,,,,,,,,
2111,26.3,Colombo,,,,,,,,,
2112,26.2,Colombo,,,,,,,,,
2113,26.3,Colombo,,,,,,,,,
2114,26.5,Colombo,,,,,,,,,
2115,26.6,Colombo,,,,,,,,,
2116,26.1,Colombo,,,,,,,,,
2117,26.3,Colombo,,,,,,,,,
2118,26.3,Colombo,,,,,,,,,
2119,26.6,Colombo,,,,,,,,,
2120,26.4,Colombo,,,,,,,,,
2121,26.2,Colombo,,,,,,,,,
2122,25.6,Colombo,,,,,,,,,
2123,25.2,Colombo,,,,,,,,,
2124,25.5,Colombo,,,,,,,,,
2125,24.6,Colombo,,,,,,,,,
2126,25.5,Colombo,,,,,,,,,
2127,25.6,Colombo,,,,,,,,,
2128,25.8,Colombo,,,,,,,,,
2129,25.8,Colombo,,,,,,,,,
2130,25.7,Colombo,,,,,,,,,
2131,26,Colombo,,,,,,,,,
2132,26,Colombo,,,,,,,,,
2133,26,Colombo,,,,,,,,,
2134,26.4,Colombo,,,,,,,,,
2135,25.7,Colombo,,,,,,,,,
2136,26,Colombo,,,,,,,,,
2137,25.6,Colombo,,,,,,,,,
2138,26,Colombo,,,,,,,,,
2139,26,Colombo,,,,,,,,,
2140,25.7,Colombo,,,,,,,,,
2141,26.2,Colombo,,,,,,,,,
2142,25.1,Colombo,,,,,,,,,
2143,24.9,Colombo,,,,,,,,,
2144,24.9,Colombo,,,,,,,,,
2145,26,Colombo,,,,,,,,,
2146,26.3,Colombo,,,,,,,,,
2147,26.7,Colombo,,,,,,,,,
2148,26.3,Colombo,,,,,,,,,
2149,26.6,Colombo,,,,,,,,,
2150,25.9,Colombo,,,,,,,,,
2151,26.1,Colombo,,,,,,,,,
2152,26.5,Colombo,,,,,,,,,
2153,26.7,Colombo,,,,,,,,,
2154,27.3,Colombo,,,,,,,,,
2155,26.9,Colombo,,,,,,,,,
2156,27.1,Colombo,,,,,,,,,
2157,25.8,Colombo,,,,,,,,,
2158,25.4,Colombo,,,,,,,,,
2159,25.7,Colombo,,,,,,,,,
2160,25.8,Colombo,,,,,,,,,
2161,25.4,Colombo,,,,,,,,,
2162,25.8,Colombo,,,,,,,,,
2163,25.7,Colombo,,,,,,,,,
2164,25.9,Colombo,,,,,,,,,
2165,26.5,Colombo,,,,,,,,,
2166,26.1,Colombo,,,,,,,,,
2167,25.7,Colombo,,,,,,,,,
2168,26.6,Colombo,,,,,,,,,
2169,26.3,Colombo,,,,,,,,,
2170,25.9,Colombo,,,,,,,,,
2171,26.2,Colombo,,,,,,,,,
2172,26.4,Colombo,,,,,,,,,
2173,26.2,Colombo,,,,,,,,,
2174,26.9,Colombo,,,,,,,,,
2175,26,Colombo,,,,,,,,,
2176,26.7,Colombo,,,,,,,,,
2177,25.6,Colombo,,,,,,,,,
2178,25.6,Colombo,,,,,,,,,
2179,26.7,Colombo,,,,,,,,,
2180,26.6,Colombo,,,,,,,,,
2181,26.5,Colombo,,,,,,,,,
2182,26.4,Colombo,,,,,,,,,
2183,26.3,Colombo,,,,,,,,,
2184,26.5,Colombo,,,,,,,,,
2185,26.9,Colombo,,,,,,,,,
2186,26.7,Colombo,,,,,,,,,
2187,27.3,Colombo,,,,,,,,,
2188,26.5,Colombo,,,,,,,,,
2189,26.9,Colombo,,,,,,,,,
2190,27.2,Colombo,,,,,,,,,
2191,26.8,Colombo,,,,,,,,,
2192,26.4,Colombo,,,,,,,,,
2193,27,Colombo,,,,,,,,,
2194,27.4,Colombo,,,,,,,,,
2195,26.9,Colombo,,,,,,,,,
2196,26.9,Colombo,,,,,,,,,
2197,26.8,Colombo,,,,,,,,,
2198,27.1,Colombo,,,,,,,,,
2199,27.5,Colombo,,,,,,,,,
2200,27.1,Colombo,,,,,,,,,
2201,27.4,Colombo,,,,,,,,,
2202,26.9,Colombo,,,,,,,,,
2203,26.3,Colombo,,,,,,,,,
2204,26.1,Colombo,,,,,,,,,
2205,26.4,Colombo,,,,,,,,,
2206,27,Colombo,,,,,,,,,
2207,26.8,Colombo,,,,,,,,,
2208,27,Colombo,,,,,,,,,
2209,27.6,Colombo,,,,,,,,,
2210,28.1,Colombo,,,,,,,,,
2211,28.4,Colombo,,,,,,,,,
2212,28.3,Colombo,,,,,,,,,
2213,27.9,Colombo,,,,,,,,,
2214,28,Colombo,,,,,,,,,
2215,28,Colombo,,,,,,,,,
2216,28.2,Colombo,,,,,,,,,
2217,27.6,Colombo,,,,,,,,,
2218,27,Colombo,,,,,,,,,
2219,27.1,Colombo,,,,,,,,,
2220,27.4,Colombo,,,,,,,,,
2221,28,Colombo,,,,,,,,,
2222,27.9,Colombo,,,,,,,,,
2223,27.8,Colombo,,,,,,,,,
2224,27.7,Colombo,,,,,,,,,
2225,28.2,Colombo,,,,,,,,,
2226,28.4,Colombo,,,,,,,,,
2227,29,Colombo,,,,,,,,,
2228,28.7,Colombo,,,,,,,,,
2229,29.1,Colombo,,,,,,,,,
2230,28.1,Colombo,,,,,,,,,
2231,28.7,Colombo,,,,,,,,,
2232,28.4,Colombo,,,,,,,,,
2233,29.1,Colombo,,,,,,,,,
2234,28.6,Colombo,,,,,,,,,
2235,28.6,Colombo,,,,,,,,,
2236,27.5,Colombo,,,,,,,,,
2237,27.8,Colombo,,,,,,,,,
2238,27.9,Colombo,,,,,,,,,
2239,27.9,Colombo,,,,,,,,,
2240,27.4,Colombo,,,,,,,,,
2241,27,Colombo,,,,,,,,,
2242,28.5,Colombo,,,,,,,,,
2243,28.9,Colombo,,,,,,,,,
2244,28.1,Colombo,,,,,,,,,
2245,28.7,Colombo,,,,,,,,,
2246,28,Colombo,,,,,,,,,
2247,28.8,Colombo,,,,,,,,,
2248,28.9,Colombo,,,,,,,,,
2249,29.3,Colombo,,,,,,,,,
2250,28.7,Colombo,,,,,,,,,
2251,28.9,Colombo,,,,,,,,,
2252,29.6,Colombo,,,,,,,,,
2253,29.7,Colombo,,,,,,,,,
2254,29.5,Colombo,,,,,,,,,
2255,28.8,Colombo,,,,,,,,,
2256,28.2,Colombo,,,,,,,,,
2257,28.6,Colombo,,,,,,,,,
2258,28.1,Colombo,,,,,,,,,
2259,28.9,Colombo,,,,,,,,,
2260,29.3,Colombo,,,,,,,,,
2261,28.8,Colombo,,,,,,,,,
2262,28.4,Colombo,,,,,,,,,
2263,28.8,Colombo,,,,,,,,,
2264,29.2,Colombo,,,,,,,,,
2265,28.7,Colombo,,,,,,,,,
2266,29,Colombo,,,,,,,,,
2267,29.2,Colombo,,,,,,,,,
2268,29.7,Colombo,,,,,,,,,
2269,28.4,Colombo,,,,,,,,,
2270,29.3,Colombo,,,,,,,,,
2271,29.8,Colombo,,,,,,,,,
2272,29.3,Colombo,,,,,,,,,
2273,29.7,Colombo,,,,,,,,,
2274,29.8,Colombo,,,,,,,,,
2275,29.9,Colombo,,,,,,,,,
2276,29.9,Colombo,,,,,,,,,
2277,29.5,Colombo,,,,,,,,,
2278,28.7,Colombo,,,,,,,,,
2279,28.6,Colombo,,,,,,,,,
2280,28,Colombo,,,,,,,,,
2281,28.6,Colombo,,,,,,,,,
2282,28.4,Colombo,,,,,,,,,
2283,29.3,Colombo,,,,,,,,,
2284,29.4,Colombo,,,,,,,,,
2285,28.8,Colombo,,,,,,,,,
2286,27.9,Colombo,,,,,,,,,
2287,28.9,Colombo,,,,,,,,,
2288,28.6,Colombo,,,,,,,,,
2289,29.3,Colombo,,,,,,,,,
2290,29.2,Colombo,,,,,,,,,
2291,28.8,Colombo,,,,,,,,,
2292,29.3,Colombo,,,,,,,,,
2293,29.5,Colombo,,,,,,,,,
2294,29.8,Colombo,,,,,,,,,
2295,29.3,Colombo,,,,,,,,,
2296,29.4,Colombo,,,,,,,,,
2297,28.8,Colombo,,,,,,,,,
2298,28.8,Colombo,,,,,,,,,
2299,29.3,Colombo,,,,,,,,,
2300,28.4,Colombo,,,,,,,,,
2301,28.1,Colombo,,,,,,,,,
2302,28.1,Colombo,,,,,,,,,
2303,29,Colombo,,,,,,,,,
2304,28.6,Colombo,,,,,,,,,
2305,29.4,Colombo,,,,,,,,,
2306,29.7,Colombo,,,,,,,,,
2307,28.6,Colombo,,,,,,,,,
2308,29,Colombo,,,,,,,,,
2309,28.7,Colombo,,,,,,,,,
2310,29.3,Colombo,,,,,,,,,
2311,28.3,Colombo,,,,,,,,,
2312,28.3,Colombo,,,,,,,,,
2313,28.1,Colombo,,,,,,,,,
2314,28.4,Colombo,,,,,,,,,
2315,28.1,Colombo,,,,,,,,,
2316,28,Colombo,,,,,,,,,
2317,28.1,Colombo,,,,,,,,,
2318,27.8,Colombo,,,,,,,,,
2319,27.9,Colombo,,,,,,,,,
2320,27.8,Colombo,,,,,,,,,
2321,27,Colombo,,,,,,,,,
2322,26.9,Colombo,,,,,,,,,
2323,26.2,Colombo,,,,,,,,,
2324,26.8,Colombo,,,,,,,,,
2325,26.2,Colombo,,,,,,,,,
2326,26,Colombo,,,,,,,,,
2327,26.8,Colombo,,,,,,,,,
2328,26.6,Colombo,,,,,,,,,
2329,27.6,Colombo,,,,,,,,,
2330,26.8,Colombo,,,,,,,,,
2331,27.5,Colombo,,,,,,,,,
2332,26.9,Colombo,,,,,,,,,
2333,27.5,Colombo,,,,,,,,,
2334,27.7,Colombo,,,,,,,,,
2335,27,Colombo,,,,,,,,,
2336,27.8,Colombo,,,,,,,,,
2337,27.9,Colombo,,,,,,,,,
2338,26.5,Colombo,,,,,,,,,
2339,26.5,Colombo,,,,,,,,,
2340,27.1,Colombo,,,,,,,,,
2341,26.7,Colombo,,,,,,,,,
2342,26.7,Colombo,,,,,,,,,
2343,27.2,Colombo,,,,,,,,,
2344,27.1,Colombo,,,,,,,,,
2345,27,Colombo,,,,,,,,,
2346,27.4,Colombo,,,,,,,,,
2347,26.8,Colombo,,,,,,,,,
2348,27.2,Colombo,,,,,,,,,
2349,26.8,Colombo,,,,,,,,,
2350,26.6,Colombo,,,,,,,,,
2351,26.9,Colombo,,,,,,,,,
2352,27.4,Colombo,,,,,,,,,
2353,27.5,Colombo,,,,,,,,,
2354,26.3,Colombo,,,,,,,,,
2355,26.8,Colombo,,,,,,,,,
2356,27.6,Colombo,,,,,,,,,
2357,27.7,Colombo,,,,,,,,,
2358,27.5,Colombo,,,,,,,,,
2359,26.9,Colombo,,,,,,,,,
2360,26.5,Colombo,,,,,,,,,
2361,27,Colombo,,,,,,,,,
2362,26.4,Colombo,,,,,,,,,
2363,26.5,Colombo,,,,,,,,,
2364,26.9,Colombo,,,,,,,,,
2365,27.2,Colombo,,,,,,,,,
2366,27,Colombo,,,,,,,,,
2367,27.1,Colombo,,,,,,,,,
2368,27.1,Colombo,,,,,,,,,
2369,26.9,Colombo,,,,,,,,,
2370,26.2,Colombo,,,,,,,,,
2371,26.7,Colombo,,,,,,,,,
2372,27,Colombo,,,,,,,,,
2373,27,Colombo,,,,,,,,,
2374,27.5,Colombo,,,,,,,,,
2375,27.6,Colombo,,,,,,,,,
2376,27.4,Colombo,,,,,,,,,
2377,27.4,Colombo,,,,,,,,,
2378,27.3,Colombo,,,,,,,,,
2379,27.4,Colombo,,,,,,,,,
2380,26.9,Colombo,,,,,,,,,
2381,27,Colombo,,,,,,,,,
2382,26.8,Colombo,,,,,,,,,
2383,27.1,Colombo,,,,,,,,,
2384,27,Colombo,,,,,,,,,
2385,26.8,Colombo,,,,,,,,,
2386,26.7,Colombo,,,,,,,,,
2387,26.4,Colombo,,,,,,,,,
2388,26.2,Colombo,,,,,,,,,
2389,25.7,Colombo,,,,,,,,,
2390,26.4,Colombo,,,,,,,,,
2391,26.8,Colombo,,,,,,,,,
2392,26.8,Colombo,,,,,,,,,
2393,26.7,Colombo,,,,,,,,,
2394,26.8,Colombo,,,,,,,,,
2395,26.1,Colombo,,,,,,,,,
2396,25.9,Colombo,,,,,,,,,
2397,26,Colombo,,,,,,,,,
2398,25.5,Colombo,,,,,,,,,
2399,25.5,Colombo,,,,,,,,,
2400,26.2,Colombo,,,,,,,,,
2401,26.3,Colombo,,,,,,,,,
2402,26.4,Colombo,,,,,,,,,
2403,26.5,Colombo,,,,,,,,,
2404,27,Colombo,,,,,,,,,
2405,27,Colombo,,,,,,,,,
2406,27,Colombo,,,,,,,,,
2407,27,Colombo,,,,,,,,,
2408,27,Colombo,,,,,,,,,
2409,27.4,Colombo,,,,,,,,,
2410,27.2,Colombo,,,,,,,,,
2411,27.2,Colombo,,,,,,,,,
2412,27.1,Colombo,,,,,,,,,
2413,27.2,Colombo,,,,,,,,,
2414,27.1,Colombo,,,,,,,,,
2415,26.7,Colombo,,,,,,,,,
2416,26.6,Colombo,,,,,,,,,
2417,26.7,Colombo,,,,,,,,,
2418,26.7,Colombo,,,,,,,,,
2419,26.8,Colombo,,,,,,,,,
2420,27,Colombo,,,,,,,,,
2421,26.8,Colombo,,,,,,,,,
2422,26.9,Colombo,,,,,,,,,
2423,26.7,Colombo,,,,,,,,,
2424,26.7,Colombo,,,,,,,,,
2425,26.6,Colombo,,,,,,,,,
2426,26.4,Colombo,,,,,,,,,
2427,26.7,Colombo,,,,,,,,,
2428,26.3,Colombo,,,,,,,,,
2429,26.3,Colombo,,,,,,,,,
2430,26,Colombo,,,,,,,,,
2431,26.4,Colombo,,,,,,,,,
2432,26.4,Colombo,,,,,,,,,
2433,25.8,Colombo,,,,,,,,,
2434,25.9,Colombo,,,,,,,,,
2435,25.9,Colombo,,,,,,,,,
2436,25.8,Colombo,,,,,,,,,
2437,25.8,Colombo,,,,,,,,,
2438,26.1,Colombo,,,,,,,,,
2439,26.5,Colombo,,,,,,,,,
2440,26.4,Colombo,,,,,,,,,
2441,26.3,Colombo,,,,,,,,,
2442,26,Colombo,,,,,,,,,
2443,26.1,Colombo,,,,,,,,,
2444,26.4,Colombo,,,,,,,,,
2445,26.5,Colombo,,,,,,,,,
2446,26.4,Colombo,,,,,,,,,
2447,26.6,Colombo,,,,,,,,,
2448,26.8,Colombo,,,,,,,,,
2449,26.6,Colombo,,,,,,,,,
2450,26.7,Colombo,,,,,,,,,
2451,26.4,Colombo,,,,,,,,,
2452,26.1,Colombo,,,,,,,,,
2453,26.6,Colombo,,,,,,,,,
2454,26.7,Colombo,,,,,,,,,
2455,26.7,Colombo,,,,,,,,,
2456,26.7,Colombo,,,,,,,,,
2457,26.6,Colombo,,,,,,,,,
2458,26.8,Colombo,,,,,,,,,
2459,26.6,Colombo,,,,,,,,,
2460,26.7,Colombo,,,,,,,,,
2461,26.9,Colombo,,,,,,,,,
2462,26.6,Colombo,,,,,,,,,
2463,26.1,Colombo,,,,,,,,,
2464,26.6,Colombo,,,,,,,,,
2465,26.6,Colombo,,,,,,,,,
2466,26.6,Colombo,,,,,,,,,
2467,26.3,Colombo,,,,,,,,,
2468,26.8,Colombo,,,,,,,,,
2469,27.1,Colombo,,,,,,,,,
2470,27,Colombo,,,,,,,,,
2471,26.7,Colombo,,,,,,,,,
2472,26.9,Colombo,,,,,,,,,
2473,27,Colombo,,,,,,,,,
2474,27.2,Colombo,,,,,,,,,
2475,27.2,Colombo,,,,,,,,,
2476,27.1,Colombo,,,,,,,,,
2477,27.4,Colombo,,,,,,,,,
2478,27,Colombo,,,,,,,,,
2479,26.3,Colombo,,,,,,,,,
2480,26.4,Colombo,,,,,,,,,
2481,26.4,Colombo,,,,,,,,,
2482,26.8,Colombo,,,,,,,,,
2483,26.8,Colombo,,,,,,,,,
2484,27,Colombo,,,,,,,,,
2485,26.3,Colombo,,,,,,,,,
2486,26.6,Colombo,,,,,,,,,
2487,25.9,Colombo,,,,,,,,,
2488,25.2,Colombo,,,,,,,,,
2489,26.3,Colombo,,,,,,,,,
2490,26.4,Colombo,,,,,,,,,
2491,26.7,Colombo,,,,,,,,,
2492,27.1,Colombo,,,,,,,,,
2493,26.6,Colombo,,,,,,,,,
2494,25.8,Colombo,,,,,,,,,
2495,25.9,Colombo,,,,,,,,,
2496,25.8,Colombo,,,,,,,,,
2497,25.8,Colombo,,,,,,,,,
2498,25.3,Colombo,,,,,,,,,
2499,25.1,Colombo,,,,,,,,,
2500,26.1,Colombo,,,,,,,,,
2501,25.8,Colombo,,,,,,,,,
2502,26.5,Colombo,,,,,,,,,
2503,26.1,Colombo,,,,,,,,,
2504,25.8,Colombo,,,,,,,,,
2505,26.8,Colombo,,,,,,,,,
2506,26.7,Colombo,,,,,,,,,
2507,26.3,Colombo,,,,,,,,,
2508,26.2,Colombo,,,,,,,,,
2509,26.2,Colombo,,,,,,,,,
2510,26.1,Colombo,,,,,,,,,
2511,26.1,Colombo,,,,,,,,,
2512,25.8,Colombo,,,,,,,,,
2513,26.3,Colombo,,,,,,,,,
2514,25.1,Colombo,,,,,,,,,
2515,25.4,Colombo,,,,,,,,,
2516,25.5,Colombo,,,,,,,,,
2517,25.9,Colombo,,,,,,,,,
2518,26.2,Colombo,,,,,,,,,
2519,26.7,Colombo,,,,,,,,,
2520,27.2,Colombo,,,,,,,,,
2521,26.4,Colombo,,,,,,,,,
2522,26.6,Colombo,,,,,,,,,
2523,25.5,Colombo,,,,,,,,,
2524,25.1,Colombo,,,,,,,,,
2525,24.1,Colombo,,,,,,,,,
2526,24.3,Colombo,,,,,,,,,
2527,25.6,Colombo,,,,,,,,,
2528,26.3,Colombo,,,,,,,,,
2529,26.5,Colombo,,,,,,,,,
2530,26.9,Colombo,,,,,,,,,
2531,26.7,Colombo,,,,,,,,,
2532,26.7,Colombo,,,,,,,,,
2533,25.8,Colombo,,,,,,,,,
2534,25.5,Colombo,,,,,,,,,
2535,26.3,Colombo,,,,,,,,,
2536,26.7,Colombo,,,,,,,,,
2537,26.6,Colombo,,,,,,,,,
2538,25.9,Colombo,,,,,,,,,
2539,25.8,Colombo,,,,,,,,,
2540,26.1,Colombo,,,,,,,,,
2541,26.5,Colombo,,,,,,,,,
2542,26.9,Colombo,,,,,,,,,
2543,26.9,Colombo,,,,,,,,,
2544,25.7,Colombo,,,,,,,,,
2545,26.2,Colombo,,,,,,,,,
2546,26.5,Colombo,,,,,,,,,
2547,26.8,Colombo,,,,,,,,,
2548,25.4,Colombo,,,,,,,,,
2549,24.5,Colombo,,,,,,,,,
2550,25,Colombo,,,,,,,,,
2551,26.5,Colombo,,,,,,,,,
2552,26.6,Colombo,,,,,,,,,
2553,26.2,Colombo,,,,,,,,,
2554,26.6,Colombo,,,,,,,,,
2555,27,Colombo,,,,,,,,,
2556,27,Colombo,,,,,,,,,
2557,26.6,Colombo,,,,,,,,,
2558,26.5,Colombo,,,,,,,,,
2559,26.9,Colombo,,,,,,,,,
2560,25.7,Colombo,,,,,,,,,
2561,25.7,Colombo,,,,,,,,,
2562,25.7,Colombo,,,,,,,,,
2563,25.8,Colombo,,,,,,,,,
2564,25.8,Colombo,,,,,,,,,
2565,25.3,Colombo,,,,,,,,,
2566,25.1,Colombo,,,,,,,,,
2567,26.2,Colombo,,,,,,,,,
2568,26,Colombo,,,,,,,,,
2569,26.8,Colombo,,,,,,,,,
2570,26.8,Colombo,,,,,,,,,
2571,27.7,Colombo,,,,,,,,,
2572,27.3,Colombo,,,,,,,,,
2573,26.7,Colombo,,,,,,,,,
2574,26.9,Colombo,,,,,,,,,
2575,27.4,Colombo,,,,,,,,,
2576,26.4,Colombo,,,,,,,,,
2577,27.4,Colombo,,,,,,,,,
2578,25.9,Colombo,,,,,,,,,
2579,25.8,Colombo,,,,,,,,,
2580,25.3,Colombo,,,,,,,,,
2581,25.9,Colombo,,,,,,,,,
2582,26.3,Colombo,,,,,,,,,
2583,24.8,Colombo,,,,,,,,,
2584,26,Colombo,,,,,,,,,
2585,26.6,Colombo,,,,,,,,,
2586,25.7,Colombo,,,,,,,,,
2587,26.1,Colombo,,,,,,,,,
2588,25.6,Colombo,,,,,,,,,
2589,25.8,Colombo,,,,,,,,,
2590,25.1,Colombo,,,,,,,,,
2591,25.2,Colombo,,,,,,,,,
2592,25.6,Colombo,,,,,,,,,
2593,25.5,Colombo,,,,,,,,,
2594,25.2,Colombo,,,,,,,,,
2595,25.6,Colombo,,,,,,,,,
2596,25.7,Colombo,,,,,,,,,
2597,26.2,Colombo,,,,,,,,,
2598,26.7,Colombo,,,,,,,,,
2599,27.4,Colombo,,,,,,,,,
2600,27.9,Colombo,,,,,,,,,
2601,27.3,Colombo,,,,,,,,,
2602,27.7,Colombo,,,,,,,,,
2603,28.1,Colombo,,,,,,,,,
2604,28.2,Colombo,,,,,,,,,
2605,27.8,Colombo,,,,,,,,,
2606,26.4,Colombo,,,,,,,,,
2607,26.4,Colombo,,,,,,,,,
2608,26.6,Colombo,,,,,,,,,
2609,26.7,Colombo,,,,,,,,,
2610,26.7,Colombo,,,,,,,,,
2611,26.7,Colombo,,,,,,,,,
2612,26.8,Colombo,,,,,,,,,
2613,25.5,Colombo,,,,,,,,,
2614,27.2,Colombo,,,,,,,,,
2615,26.8,Colombo,,,,,,,,,
2616,26,Colombo,,,,,,,,,
2617,26.5,Colombo,,,,,,,,,
2618,26.8,Colombo,,,,,,,,,
2619,26.7,Colombo,,,,,,,,,
2620,27.3,Colombo,,,,,,,,,
2621,27.6,Colombo,,,,,,,,,
2622,27.3,Colombo,,,,,,,,,
2623,27.4,Colombo,,,,,,,,,
2624,27.5,Colombo,,,,,,,,,
2625,26.8,Colombo,,,,,,,,,
2626,26.1,Colombo,,,,,,,,,
2627,26.8,Colombo,,,,,,,,,
2628,26.9,Colombo,,,,,,,,,
2629,26.7,Colombo,,,,,,,,,
2630,26.5,Colombo,,,,,,,,,
2631,26.4,Colombo,,,,,,,,,
2632,27.2,Colombo,,,,,,,,,
2633,27.1,Colombo,,,,,,,,,
2634,27.1,Colombo,,,,,,,,,
2635,26.9,Colombo,,,,,,,,,
2636,27.6,Colombo,,,,,,,,,
2637,27.9,Colombo,,,,,,,,,
2638,27.2,Colombo,,,,,,,,,
2639,27.1,Colombo,,,,,,,,,
2640,27.1,Colombo,,,,,,,,,
2641,27.2,Colombo,,,,,,,,,
2642,26.9,Colombo,,,,,,,,,
2643,26.8,Colombo,,,,,,,,,
2644,26.7,Colombo,,,,,,,,,
2645,26.9,Colombo,,,,,,,,,
2646,27.2,Colombo,,,,,,,,,
2647,27.2,Colombo,,,,,,,,,
2648,27,Colombo,,,,,,,,,
2649,27.2,Colombo,,,,,,,,,
2650,27,Colombo,,,,,,,,,
2651,27.4,Colombo,,,,,,,,,
2652,27.4,Colombo,,,,,,,,,
2653,27.7,Colombo,,,,,,,,,
2654,27.7,Colombo,,,,,,,,,
2655,27.8,Colombo,,,,,,,,,
2656,27.6,Colombo,,,,,,,,,
2657,27.7,Colombo,,,,,,,,,
2658,26.9,Colombo,,,,,,,,,
2659,26.4,Colombo,,,,,,,,,
2660,27.3,Colombo,,,,,,,,,
2661,28.1,Colombo,,,,,,,,,
2662,28.5,Colombo,,,,,,,,,
2663,28.5,Colombo,,,,,,,,,
2664,28.4,Colombo,,,,,,,,,
2665,28.4,Colombo,,,,,,,,,
2666,28,Colombo,,,,,,,,,
2667,28.2,Colombo,,,,,,,,,
2668,28.1,Colombo,,,,,,,,,
2669,28.2,Colombo,,,,,,,,,
2670,27.5,Colombo,,,,,,,,,
2671,27.4,Colombo,,,,,,,,,
2672,27.8,Colombo,,,,,,,,,
2673,28,Colombo,,,,,,,,,
2674,27.8,Colombo,,,,,,,,,
2675,28.2,Colombo,,,,,,,,,
2676,28.1,Colombo,,,,,,,,,
2677,27.7,Colombo,,,,,,,,,
2678,27.5,Colombo,,,,,,,,,
2679,27.5,Colombo,,,,,,,,,
2680,28.2,Colombo,,,,,,,,,
2681,28.4,Colombo,,,,,,,,,
2682,27.9,Colombo,,,,,,,,,
2683,27.6,Colombo,,,,,,,,,
2684,27.7,Colombo,,,,,,,,,
2685,27.5,Colombo,,,,,,,,,
2686,27.7,Colombo,,,,,,,,,
2687,27.3,Colombo,,,,,,,,,
2688,27.7,Colombo,,,,,,,,,
2689,28.1,Colombo,,,,,,,,,
2690,27.6,Colombo,,,,,,,,,
2691,27.7,Colombo,,,,,,,,,
2692,27.9,Colombo,,,,,,,,,
2693,28.2,Colombo,,,,,,,,,
2694,27,Colombo,,,,,,,,,
2695,27.4,Colombo,,,,,,,,,
2696,27.2,Colombo,,,,,,,,,
2697,26.8,Colombo,,,,,,,,,
2698,26.8,Colombo,,,,,,,,,
2699,27.2,Colombo,,,,,,,,,
2700,27,Colombo,,,,,,,,,
2701,26.3,Colombo,,,,,,,,,
2702,26.6,Colombo,,,,,,,,,
2703,27.3,Colombo,,,,,,,,,
2704,27.6,Colombo,,,,,,,,,
2705,27.5,Colombo,,,,,,,,,
2706,26.3,Colombo,,,,,,,,,
2707,26.2,Colombo,,,,,,,,,
2708,26.7,Colombo,,,,,,,,,
2709,26.1,Colombo,,,,,,,,,
2710,26.9,Colombo,,,,,,,,,
2711,27.1,Colombo,,,,,,,,,
2712,26.6,Colombo,,,,,,,,,
2713,26.8,Colombo,,,,,,,,,
2714,26.9,Colombo,,,,,,,,,
2715,27.4,Colombo,,,,,,,,,
2716,27.1,Colombo,,,,,,,,,
2717,26.7,Colombo,,,,,,,,,
2718,26.6,Colombo,,,,,,,,,
2719,26.8,Colombo,,,,,,,,,
2720,26.8,Colombo,,,,,,,,,
2721,26.2,Colombo,,,,,,,,,
