index,rain_sum,city,,,,,,,
1544,0,Colombo,,,,,,,
1545,0.1,Colombo,,,,,,,
1546,0.7,Colombo,,,,,,,
1547,0.1,Colombo,,,,,,,
1548,0,Colombo,,,,,,,
1549,0.8,Colombo,,,,,,,
1550,0.5,Colombo,,,,,,,
1551,1.7,Colombo,,,,,,,
1552,3.6,Colombo,,,,,,,
1553,1.3,Colombo,,,,,,,
1554,37.2,Colombo,,,,,,,
1555,15.2,Colombo,,,,,,,
1556,16.8,Colombo,,,,,,,
1557,7.2,Colombo,,,,,,,
1558,0.9,Colombo,,,,,,,
1559,0,Colombo,,,,,,,
1560,3.7,Colombo,,,,,,,
1561,5.6,Colombo,,,,,,,
1562,1.7,Colombo,,,,,,,
1563,4.3,Colombo,,,,,,,
1564,3.4,Colombo,,,,,,,
1565,3.6,Colombo,,,,,,,
1566,2.7,Colombo,,,,,,,
1567,3.5,Colombo,,,,,,,
1568,3.8,Colombo,,,,,,,
1569,4.3,Colombo,,,,,,,
1570,1.9,Colombo,,,,,,,
1571,2.9,Colombo,,,,,,,
1572,22.5,Colombo,,,,,,,
1573,5.7,Colombo,,,,,,,
1574,13.9,Colombo,,,,,,,
1575,2.7,Colombo,,,,,,,
1576,5.3,Colombo,,,,,,,
1577,59.7,Colombo,,,,,,,
1578,11.2,Colombo,,,,,,,
1579,13.3,Colombo,,,,,,,
1580,10.3,Colombo,,,,,,,
1581,4.4,Colombo,,,,,,,
1582,6,Colombo,,,,,,,
1583,10.1,Colombo,,,,,,,
1584,23.8,Colombo,,,,,,,
1585,41.8,Colombo,,,,,,,
1586,21.1,Colombo,,,,,,,
1587,9.3,Colombo,,,,,,,
1588,14.6,Colombo,,,,,,,
1589,8.9,Colombo,,,,,,,
1590,3.9,Colombo,,,,,,,
1591,1.7,Colombo,,,,,,,
1592,4.4,Colombo,,,,,,,
1593,1,Colombo,,,,,,,
1594,8.7,Colombo,,,,,,,
1595,2.5,Colombo,,,,,,,
1596,1.1,Colombo,,,,,,,
1597,0,Colombo,,,,,,,
1598,0.7,Colombo,,,,,,,
1599,1.6,Colombo,,,,,,,
1600,3.8,Colombo,,,,,,,
1601,12.7,Colombo,,,,,,,
1602,3.4,Colombo,,,,,,,
1603,2.3,Colombo,,,,,,,
1604,10.8,Colombo,,,,,,,
1605,8.3,Colombo,,,,,,,
1606,2.6,Colombo,,,,,,,
1607,7.6,Colombo,,,,,,,
1608,17.1,Colombo,,,,,,,
1609,10.4,Colombo,,,,,,,
1610,8.8,Colombo,,,,,,,
1611,4.1,Colombo,,,,,,,
1612,4.6,Colombo,,,,,,,
1613,22,Colombo,,,,,,,
1614,7.7,Colombo,,,,,,,
1615,4.7,Colombo,,,,,,,
1616,5.7,Colombo,,,,,,,
1617,5.8,Colombo,,,,,,,
1618,5.5,Colombo,,,,,,,
1619,11,Colombo,,,,,,,
1620,1.7,Colombo,,,,,,,
1621,10.6,Colombo,,,,,,,
1622,16,Colombo,,,,,,,
1623,22.5,Colombo,,,,,,,
1624,0.9,Colombo,,,,,,,
1625,2.3,Colombo,,,,,,,
1626,0.4,Colombo,,,,,,,
1627,1.3,Colombo,,,,,,,
1628,2.3,Colombo,,,,,,,
1629,4.3,Colombo,,,,,,,
1630,5.1,Colombo,,,,,,,
1631,2.4,Colombo,,,,,,,
1632,5.2,Colombo,,,,,,,
1633,1.7,Colombo,,,,,,,
1634,2.8,Colombo,,,,,,,
1635,3.8,Colombo,,,,,,,
1636,3.7,Colombo,,,,,,,
1637,3.8,Colombo,,,,,,,
1638,6,Colombo,,,,,,,
1639,2.4,Colombo,,,,,,,
1640,5.3,Colombo,,,,,,,
1641,11.4,Colombo,,,,,,,
1642,17.7,Colombo,,,,,,,
1643,2.9,Colombo,,,,,,,
1644,1.7,Colombo,,,,,,,
1645,3,Colombo,,,,,,,
1646,9.3,Colombo,,,,,,,
1647,6.1,Colombo,,,,,,,
1648,3.8,Colombo,,,,,,,
1649,3.1,Colombo,,,,,,,
1650,6.2,Colombo,,,,,,,
1651,16.3,Colombo,,,,,,,
1652,2.6,Colombo,,,,,,,
1653,3.5,Colombo,,,,,,,
1654,1.9,Colombo,,,,,,,
1655,8,Colombo,,,,,,,
1656,1.4,Colombo,,,,,,,
1657,1.1,Colombo,,,,,,,
1658,2.8,Colombo,,,,,,,
1659,3.9,Colombo,,,,,,,
1660,4,Colombo,,,,,,,
1661,2.4,Colombo,,,,,,,
1662,2.5,Colombo,,,,,,,
1663,7.7,Colombo,,,,,,,
1664,5,Colombo,,,,,,,
1665,2.1,Colombo,,,,,,,
1666,2,Colombo,,,,,,,
1667,6.9,Colombo,,,,,,,
1668,17.7,Colombo,,,,,,,
1669,8.8,Colombo,,,,,,,
1670,3.1,Colombo,,,,,,,
1671,1.5,Colombo,,,,,,,
1672,2.6,Colombo,,,,,,,
1673,10.5,Colombo,,,,,,,
1674,8.9,Colombo,,,,,,,
1675,9.6,Colombo,,,,,,,
1676,9,Colombo,,,,,,,
1677,11.4,Colombo,,,,,,,
1678,2.4,Colombo,,,,,,,
1679,4.4,Colombo,,,,,,,
1680,10.4,Colombo,,,,,,,
1681,3.1,Colombo,,,,,,,
1682,8.8,Colombo,,,,,,,
1683,13.9,Colombo,,,,,,,
1684,8,Colombo,,,,,,,
1685,10.3,Colombo,,,,,,,
1686,13.4,Colombo,,,,,,,
1687,18.1,Colombo,,,,,,,
1688,12.6,Colombo,,,,,,,
1689,16.8,Colombo,,,,,,,
1690,11.7,Colombo,,,,,,,
1691,8.5,Colombo,,,,,,,
1692,2.4,Colombo,,,,,,,
1693,13.2,Colombo,,,,,,,
1694,27,Colombo,,,,,,,
1695,8.4,Colombo,,,,,,,
1696,0.9,Colombo,,,,,,,
1697,1,Colombo,,,,,,,
1698,0.1,Colombo,,,,,,,
1699,0,Colombo,,,,,,,
1700,0.4,Colombo,,,,,,,
1701,3.7,Colombo,,,,,,,
1702,3.5,Colombo,,,,,,,
1703,2,Colombo,,,,,,,
1704,12.3,Colombo,,,,,,,
1705,10.1,Colombo,,,,,,,
1706,10,Colombo,,,,,,,
1707,12.2,Colombo,,,,,,,
1708,14.2,Colombo,,,,,,,
1709,10.7,Colombo,,,,,,,
1710,20,Colombo,,,,,,,
1711,2.7,Colombo,,,,,,,
1712,7.2,Colombo,,,,,,,
1713,23.6,Colombo,,,,,,,
1714,4.1,Colombo,,,,,,,
1715,4.9,Colombo,,,,,,,
1716,4.1,Colombo,,,,,,,
1717,10,Colombo,,,,,,,
1718,12.1,Colombo,,,,,,,
1719,3.7,Colombo,,,,,,,
1720,5,Colombo,,,,,,,
1721,2.8,Colombo,,,,,,,
1722,6.4,Colombo,,,,,,,
1723,2.3,Colombo,,,,,,,
1724,2.3,Colombo,,,,,,,
1725,2.8,Colombo,,,,,,,
1726,8.8,Colombo,,,,,,,
1727,11.2,Colombo,,,,,,,
1728,17.2,Colombo,,,,,,,
1729,14.9,Colombo,,,,,,,
1730,1.2,Colombo,,,,,,,
1731,9.5,Colombo,,,,,,,
1732,13.8,Colombo,,,,,,,
1733,10.9,Colombo,,,,,,,
1734,10.2,Colombo,,,,,,,
1735,17,Colombo,,,,,,,
1736,21.5,Colombo,,,,,,,
1737,10.4,Colombo,,,,,,,
1738,6.4,Colombo,,,,,,,
1739,10.5,Colombo,,,,,,,
1740,21.3,Colombo,,,,,,,
1741,21.6,Colombo,,,,,,,
1742,12.8,Colombo,,,,,,,
1743,9.8,Colombo,,,,,,,
1744,4.2,Colombo,,,,,,,
1745,7.7,Colombo,,,,,,,
1746,4.2,Colombo,,,,,,,
1747,1.8,Colombo,,,,,,,
1748,149,Colombo,,,,,,,
1749,41.3,Colombo,,,,,,,
1750,36,Colombo,,,,,,,
1751,37,Colombo,,,,,,,
1752,7.3,Colombo,,,,,,,
1753,6.6,Colombo,,,,,,,
1754,15.4,Colombo,,,,,,,
1755,22.8,Colombo,,,,,,,
1756,15.4,Colombo,,,,,,,
1757,4.2,Colombo,,,,,,,
1758,11.6,Colombo,,,,,,,
1759,6,Colombo,,,,,,,
1760,11.3,Colombo,,,,,,,
1761,24.3,Colombo,,,,,,,
1762,3,Colombo,,,,,,,
1763,13.9,Colombo,,,,,,,
1764,9.9,Colombo,,,,,,,
1765,2.7,Colombo,,,,,,,
1766,12,Colombo,,,,,,,
1767,26.1,Colombo,,,,,,,
1768,13.1,Colombo,,,,,,,
1769,11.9,Colombo,,,,,,,
1770,0.2,Colombo,,,,,,,
1771,0,Colombo,,,,,,,
1772,0,Colombo,,,,,,,
1773,0,Colombo,,,,,,,
1774,1,Colombo,,,,,,,
1775,9.8,Colombo,,,,,,,
1776,10.5,Colombo,,,,,,,
1777,9.7,Colombo,,,,,,,
1778,9.8,Colombo,,,,,,,
1779,2.5,Colombo,,,,,,,
1780,22.2,Colombo,,,,,,,
1781,3.6,Colombo,,,,,,,
1782,13,Colombo,,,,,,,
1783,25.4,Colombo,,,,,,,
1784,17.9,Colombo,,,,,,,
1785,14.8,Colombo,,,,,,,
1786,19.7,Colombo,,,,,,,
1787,18.7,Colombo,,,,,,,
1788,12.3,Colombo,,,,,,,
1789,12.7,Colombo,,,,,,,
1790,8.5,Colombo,,,,,,,
1791,17.4,Colombo,,,,,,,
1792,9.6,Colombo,,,,,,,
1793,3.8,Colombo,,,,,,,
1794,0.6,Colombo,,,,,,,
1795,8.1,Colombo,,,,,,,
1796,6.2,Colombo,,,,,,,
1797,2.3,Colombo,,,,,,,
1798,0,Colombo,,,,,,,
1799,0,Colombo,,,,,,,
1800,7.1,Colombo,,,,,,,
1801,1.8,Colombo,,,,,,,
1802,10.6,Colombo,,,,,,,
1803,12.7,Colombo,,,,,,,
1804,23.7,Colombo,,,,,,,
1805,8.4,Colombo,,,,,,,
1806,14.6,Colombo,,,,,,,
1807,9.7,Colombo,,,,,,,
1808,0.7,Colombo,,,,,,,
1809,3.3,Colombo,,,,,,,
1810,3.2,Colombo,,,,,,,
1811,66.4,Colombo,,,,,,,
1812,14.2,Colombo,,,,,,,
1813,11.1,Colombo,,,,,,,
1814,33.6,Colombo,,,,,,,
1815,2.8,Colombo,,,,,,,
1816,38.2,Colombo,,,,,,,
1817,46.3,Colombo,,,,,,,
1818,39.7,Colombo,,,,,,,
1819,84.3,Colombo,,,,,,,
1820,5.8,Colombo,,,,,,,
1821,2.1,Colombo,,,,,,,
1822,5.9,Colombo,,,,,,,
1823,0.4,Colombo,,,,,,,
1824,0.8,Colombo,,,,,,,
1825,2.5,Colombo,,,,,,,
1826,0.1,Colombo,,,,,,,
1827,0,Colombo,,,,,,,
1828,0,Colombo,,,,,,,
1829,0.1,Colombo,,,,,,,
1830,1,Colombo,,,,,,,
1831,3.8,Colombo,,,,,,,
1832,0.1,Colombo,,,,,,,
1833,0,Colombo,,,,,,,
1834,0,Colombo,,,,,,,
1835,0,Colombo,,,,,,,
1836,0,Colombo,,,,,,,
1837,0,Colombo,,,,,,,
1838,0,Colombo,,,,,,,
1839,0.1,Colombo,,,,,,,
1840,2.3,Colombo,,,,,,,
1841,0.8,Colombo,,,,,,,
1842,0.4,Colombo,,,,,,,
1843,0.2,Colombo,,,,,,,
1844,0,Colombo,,,,,,,
1845,0,Colombo,,,,,,,
1846,0,Colombo,,,,,,,
1847,0,Colombo,,,,,,,
1848,0,Colombo,,,,,,,
1849,9.6,Colombo,,,,,,,
1850,0.8,Colombo,,,,,,,
1851,0.2,Colombo,,,,,,,
1852,0,Colombo,,,,,,,
1853,0,Colombo,,,,,,,
1854,13.3,Colombo,,,,,,,
1855,2.6,Colombo,,,,,,,
1856,0,Colombo,,,,,,,
1857,0.4,Colombo,,,,,,,
1858,0.8,Colombo,,,,,,,
1859,7.6,Colombo,,,,,,,
1860,0.5,Colombo,,,,,,,
1861,1.5,Colombo,,,,,,,
1862,9.1,Colombo,,,,,,,
1863,0,Colombo,,,,,,,
1864,0,Colombo,,,,,,,
1865,12.5,Colombo,,,,,,,
1866,10.6,Colombo,,,,,,,
1867,8.1,Colombo,,,,,,,
1868,4.2,Colombo,,,,,,,
1869,6.8,Colombo,,,,,,,
1870,0,Colombo,,,,,,,
1871,0,Colombo,,,,,,,
1872,0,Colombo,,,,,,,
1873,0,Colombo,,,,,,,
1874,0,Colombo,,,,,,,
1875,0,Colombo,,,,,,,
1876,0,Colombo,,,,,,,
1877,0,Colombo,,,,,,,
1878,0,Colombo,,,,,,,
1879,0.7,Colombo,,,,,,,
1880,4.3,Colombo,,,,,,,
1881,2.3,Colombo,,,,,,,
1882,2.9,Colombo,,,,,,,
1883,7.7,Colombo,,,,,,,
1884,1.2,Colombo,,,,,,,
1885,0.8,Colombo,,,,,,,
1886,3.8,Colombo,,,,,,,
1887,1.2,Colombo,,,,,,,
1888,1.7,Colombo,,,,,,,
1889,0.1,Colombo,,,,,,,
1890,0,Colombo,,,,,,,
1891,0,Colombo,,,,,,,
1892,1.2,Colombo,,,,,,,
1893,1,Colombo,,,,,,,
1894,0.1,Colombo,,,,,,,
1895,0,Colombo,,,,,,,
1896,2.8,Colombo,,,,,,,
1897,28,Colombo,,,,,,,
1898,10.6,Colombo,,,,,,,
1899,0.5,Colombo,,,,,,,
1900,0.1,Colombo,,,,,,,
1901,1.7,Colombo,,,,,,,
1902,2.5,Colombo,,,,,,,
1903,0.6,Colombo,,,,,,,
1904,0.4,Colombo,,,,,,,
1905,0,Colombo,,,,,,,
1906,0.1,Colombo,,,,,,,
1907,0.1,Colombo,,,,,,,
1908,0,Colombo,,,,,,,
1909,0.6,Colombo,,,,,,,
1910,0.2,Colombo,,,,,,,
1911,41.3,Colombo,,,,,,,
1912,11.8,Colombo,,,,,,,
1913,11.8,Colombo,,,,,,,
1914,5.5,Colombo,,,,,,,
1915,18.1,Colombo,,,,,,,
1916,31.1,Colombo,,,,,,,
1917,2,Colombo,,,,,,,
1918,7.4,Colombo,,,,,,,
1919,2.3,Colombo,,,,,,,
1920,1.2,Colombo,,,,,,,
1921,1.9,Colombo,,,,,,,
1922,26.2,Colombo,,,,,,,
1923,7.1,Colombo,,,,,,,
1924,4.5,Colombo,,,,,,,
1925,4.5,Colombo,,,,,,,
1926,1.8,Colombo,,,,,,,
1927,5.9,Colombo,,,,,,,
1928,8.6,Colombo,,,,,,,
1929,6.6,Colombo,,,,,,,
1930,3.2,Colombo,,,,,,,
1931,2.5,Colombo,,,,,,,
1932,5.6,Colombo,,,,,,,
1933,3.1,Colombo,,,,,,,
1934,7.4,Colombo,,,,,,,
1935,74.2,Colombo,,,,,,,
1936,14.9,Colombo,,,,,,,
1937,0.1,Colombo,,,,,,,
1938,2.3,Colombo,,,,,,,
1939,6.6,Colombo,,,,,,,
1940,6.3,Colombo,,,,,,,
1941,6.7,Colombo,,,,,,,
1942,2,Colombo,,,,,,,
1943,7.6,Colombo,,,,,,,
1944,12.5,Colombo,,,,,,,
1945,3.2,Colombo,,,,,,,
1946,6,Colombo,,,,,,,
1947,3.9,Colombo,,,,,,,
1948,5.2,Colombo,,,,,,,
1949,5.5,Colombo,,,,,,,
1950,5.2,Colombo,,,,,,,
1951,5.9,Colombo,,,,,,,
1952,5.4,Colombo,,,,,,,
1953,12.8,Colombo,,,,,,,
1954,24.9,Colombo,,,,,,,
1955,28.1,Colombo,,,,,,,
1956,12.7,Colombo,,,,,,,
1957,3.7,Colombo,,,,,,,
1958,6,Colombo,,,,,,,
1959,5,Colombo,,,,,,,
1960,4.4,Colombo,,,,,,,
1961,6.5,Colombo,,,,,,,
1962,8.9,Colombo,,,,,,,
1963,11.7,Colombo,,,,,,,
1964,12.1,Colombo,,,,,,,
1965,3.7,Colombo,,,,,,,
1966,23.1,Colombo,,,,,,,
1967,4.4,Colombo,,,,,,,
1968,6.4,Colombo,,,,,,,
1969,5.6,Colombo,,,,,,,
1970,1.5,Colombo,,,,,,,
1971,8,Colombo,,,,,,,
1972,1.8,Colombo,,,,,,,
1973,3.3,Colombo,,,,,,,
1974,6.6,Colombo,,,,,,,
1975,13.9,Colombo,,,,,,,
1976,16.5,Colombo,,,,,,,
1977,7,Colombo,,,,,,,
1978,8,Colombo,,,,,,,
1979,12.6,Colombo,,,,,,,
1980,18.8,Colombo,,,,,,,
1981,4.5,Colombo,,,,,,,
1982,0.5,Colombo,,,,,,,
1983,0.8,Colombo,,,,,,,
1984,3.7,Colombo,,,,,,,
1985,1.7,Colombo,,,,,,,
1986,1,Colombo,,,,,,,
1987,14.1,Colombo,,,,,,,
1988,5,Colombo,,,,,,,
1989,3,Colombo,,,,,,,
1990,4.7,Colombo,,,,,,,
1991,9.4,Colombo,,,,,,,
1992,16.2,Colombo,,,,,,,
1993,16.4,Colombo,,,,,,,
1994,5.2,Colombo,,,,,,,
1995,3.7,Colombo,,,,,,,
1996,1,Colombo,,,,,,,
1997,2.1,Colombo,,,,,,,
1998,3.1,Colombo,,,,,,,
1999,2.2,Colombo,,,,,,,
2000,1.5,Colombo,,,,,,,
2001,2.7,Colombo,,,,,,,
2002,9.8,Colombo,,,,,,,
2003,31.8,Colombo,,,,,,,
2004,19,Colombo,,,,,,,
2005,12.1,Colombo,,,,,,,
2006,13.9,Colombo,,,,,,,
2007,1.5,Colombo,,,,,,,
2008,1.8,Colombo,,,,,,,
2009,8,Colombo,,,,,,,
2010,14.3,Colombo,,,,,,,
2011,6.7,Colombo,,,,,,,
2012,3.4,Colombo,,,,,,,
2013,1.8,Colombo,,,,,,,
2014,1.2,Colombo,,,,,,,
2015,2.3,Colombo,,,,,,,
2016,29.8,Colombo,,,,,,,
2017,12.7,Colombo,,,,,,,
2018,1.3,Colombo,,,,,,,
2019,2,Colombo,,,,,,,
2020,4.8,Colombo,,,,,,,
2021,9,Colombo,,,,,,,
2022,4.1,Colombo,,,,,,,
2023,14,Colombo,,,,,,,
2024,5.2,Colombo,,,,,,,
2025,6.7,Colombo,,,,,,,
2026,1.8,Colombo,,,,,,,
2027,7.3,Colombo,,,,,,,
2028,29.6,Colombo,,,,,,,
2029,10.3,Colombo,,,,,,,
2030,3.1,Colombo,,,,,,,
2031,9.3,Colombo,,,,,,,
2032,7.2,Colombo,,,,,,,
2033,0.4,Colombo,,,,,,,
2034,1.5,Colombo,,,,,,,
2035,1.3,Colombo,,,,,,,
2036,2.9,Colombo,,,,,,,
2037,3.3,Colombo,,,,,,,
2038,1.8,Colombo,,,,,,,
2039,6.5,Colombo,,,,,,,
2040,12.2,Colombo,,,,,,,
2041,9.5,Colombo,,,,,,,
2042,9.8,Colombo,,,,,,,
2043,3.2,Colombo,,,,,,,
2044,0.9,Colombo,,,,,,,
2045,5.8,Colombo,,,,,,,
2046,10.2,Colombo,,,,,,,
2047,11.3,Colombo,,,,,,,
2048,1.9,Colombo,,,,,,,
2049,1.2,Colombo,,,,,,,
2050,1.3,Colombo,,,,,,,
2051,0.6,Colombo,,,,,,,
2052,4.5,Colombo,,,,,,,
2053,5.5,Colombo,,,,,,,
2054,19.7,Colombo,,,,,,,
2055,1.4,Colombo,,,,,,,
2056,1,Colombo,,,,,,,
2057,6.5,Colombo,,,,,,,
2058,2,Colombo,,,,,,,
2059,5.2,Colombo,,,,,,,
2060,2.5,Colombo,,,,,,,
2061,10.2,Colombo,,,,,,,
2062,5.1,Colombo,,,,,,,
2063,4.9,Colombo,,,,,,,
2064,5.7,Colombo,,,,,,,
2065,13.2,Colombo,,,,,,,
2066,10.3,Colombo,,,,,,,
2067,6.7,Colombo,,,,,,,
2068,2.1,Colombo,,,,,,,
2069,3.5,Colombo,,,,,,,
2070,4.4,Colombo,,,,,,,
2071,10.4,Colombo,,,,,,,
2072,10.3,Colombo,,,,,,,
2073,9.2,Colombo,,,,,,,
2074,3.2,Colombo,,,,,,,
2075,1.9,Colombo,,,,,,,
2076,6.3,Colombo,,,,,,,
2077,1.7,Colombo,,,,,,,
2078,15.6,Colombo,,,,,,,
2079,9.4,Colombo,,,,,,,
2080,11.4,Colombo,,,,,,,
2081,8.2,Colombo,,,,,,,
2082,8.8,Colombo,,,,,,,
2083,13.5,Colombo,,,,,,,
2084,3.5,Colombo,,,,,,,
2085,15.6,Colombo,,,,,,,
2086,16.3,Colombo,,,,,,,
2087,12.9,Colombo,,,,,,,
2088,17,Colombo,,,,,,,
2089,4.6,Colombo,,,,,,,
2090,5.2,Colombo,,,,,,,
2091,21.3,Colombo,,,,,,,
2092,15.1,Colombo,,,,,,,
2093,22.4,Colombo,,,,,,,
2094,18.9,Colombo,,,,,,,
2095,10.6,Colombo,,,,,,,
2096,17,Colombo,,,,,,,
2097,22.7,Colombo,,,,,,,
2098,21.5,Colombo,,,,,,,
2099,7,Colombo,,,,,,,
2100,3.3,Colombo,,,,,,,
2101,2.9,Colombo,,,,,,,
2102,9.9,Colombo,,,,,,,
2103,14.5,Colombo,,,,,,,
2104,4.3,Colombo,,,,,,,
2105,4,Colombo,,,,,,,
2106,3.1,Colombo,,,,,,,
2107,2.6,Colombo,,,,,,,
2108,6.3,Colombo,,,,,,,
2109,3.9,Colombo,,,,,,,
2110,9.1,Colombo,,,,,,,
2111,22.4,Colombo,,,,,,,
2112,11.8,Colombo,,,,,,,
2113,5.8,Colombo,,,,,,,
2114,115.3,Colombo,,,,,,,
2115,19.1,Colombo,,,,,,,
2116,46.8,Colombo,,,,,,,
2117,25.5,Colombo,,,,,,,
2118,20.4,Colombo,,,,,,,
2119,18.7,Colombo,,,,,,,
2120,10.6,Colombo,,,,,,,
2121,37.4,Colombo,,,,,,,
2122,75.9,Colombo,,,,,,,
2123,38.8,Colombo,,,,,,,
2124,8.5,Colombo,,,,,,,
2125,29.5,Colombo,,,,,,,
2126,1.6,Colombo,,,,,,,
2127,4.8,Colombo,,,,,,,
2128,9,Colombo,,,,,,,
2129,5.9,Colombo,,,,,,,
2130,8.6,Colombo,,,,,,,
2131,24.1,Colombo,,,,,,,
2132,11.2,Colombo,,,,,,,
2133,12.6,Colombo,,,,,,,
2134,1.6,Colombo,,,,,,,
2135,27.1,Colombo,,,,,,,
2136,13.3,Colombo,,,,,,,
2137,30.1,Colombo,,,,,,,
2138,9,Colombo,,,,,,,
2139,8.7,Colombo,,,,,,,
2140,5.4,Colombo,,,,,,,
2141,16.3,Colombo,,,,,,,
2142,28.3,Colombo,,,,,,,
2143,18,Colombo,,,,,,,
2144,19.9,Colombo,,,,,,,
2145,5.4,Colombo,,,,,,,
2146,4.1,Colombo,,,,,,,
2147,0.9,Colombo,,,,,,,
2148,4.8,Colombo,,,,,,,
2149,9.2,Colombo,,,,,,,
2150,4.3,Colombo,,,,,,,
2151,18,Colombo,,,,,,,
2152,6.7,Colombo,,,,,,,
2153,5.8,Colombo,,,,,,,
2154,3.5,Colombo,,,,,,,
2155,0,Colombo,,,,,,,
2156,0,Colombo,,,,,,,
2157,0.5,Colombo,,,,,,,
2158,33,Colombo,,,,,,,
2159,4.5,Colombo,,,,,,,
2160,13.3,Colombo,,,,,,,
2161,15.8,Colombo,,,,,,,
2162,8.3,Colombo,,,,,,,
2163,12.6,Colombo,,,,,,,
2164,12.3,Colombo,,,,,,,
2165,15.7,Colombo,,,,,,,
2166,26.3,Colombo,,,,,,,
2167,10.2,Colombo,,,,,,,
2168,4.6,Colombo,,,,,,,
2169,28.5,Colombo,,,,,,,
2170,5.3,Colombo,,,,,,,
2171,15.7,Colombo,,,,,,,
2172,6.2,Colombo,,,,,,,
2173,9,Colombo,,,,,,,
2174,8.5,Colombo,,,,,,,
2175,31.6,Colombo,,,,,,,
2176,0.9,Colombo,,,,,,,
2177,33.5,Colombo,,,,,,,
2178,2.1,Colombo,,,,,,,
2179,2.8,Colombo,,,,,,,
2180,2.4,Colombo,,,,,,,
2181,0.5,Colombo,,,,,,,
2182,0.1,Colombo,,,,,,,
2183,0,Colombo,,,,,,,
2184,0,Colombo,,,,,,,
2185,0.9,Colombo,,,,,,,
2186,0.8,Colombo,,,,,,,
2187,6.2,Colombo,,,,,,,
2188,18.2,Colombo,,,,,,,
2189,3.4,Colombo,,,,,,,
2190,0,Colombo,,,,,,,
2191,1.5,Colombo,,,,,,,
2192,2.5,Colombo,,,,,,,
2193,0,Colombo,,,,,,,
2194,0,Colombo,,,,,,,
2195,1.5,Colombo,,,,,,,
2196,5,Colombo,,,,,,,
2197,6.8,Colombo,,,,,,,
2198,2.5,Colombo,,,,,,,
2199,0.9,Colombo,,,,,,,
2200,0.4,Colombo,,,,,,,
2201,0,Colombo,,,,,,,
2202,0,Colombo,,,,,,,
2203,0,Colombo,,,,,,,
2204,0,Colombo,,,,,,,
2205,0,Colombo,,,,,,,
2206,0,Colombo,,,,,,,
2207,0,Colombo,,,,,,,
2208,0,Colombo,,,,,,,
2209,0,Colombo,,,,,,,
2210,0,Colombo,,,,,,,
2211,0.3,Colombo,,,,,,,
2212,0,Colombo,,,,,,,
2213,1.6,Colombo,,,,,,,
2214,5.2,Colombo,,,,,,,
2215,7.1,Colombo,,,,,,,
2216,0.7,Colombo,,,,,,,
2217,0,Colombo,,,,,,,
2218,0,Colombo,,,,,,,
2219,0,Colombo,,,,,,,
2220,0,Colombo,,,,,,,
2221,0,Colombo,,,,,,,
2222,0,Colombo,,,,,,,
2223,0,Colombo,,,,,,,
2224,0,Colombo,,,,,,,
2225,0,Colombo,,,,,,,
2226,0,Colombo,,,,,,,
2227,0,Colombo,,,,,,,
2228,0,Colombo,,,,,,,
2229,0,Colombo,,,,,,,
2230,2,Colombo,,,,,,,
2231,0.9,Colombo,,,,,,,
2232,0,Colombo,,,,,,,
2233,0,Colombo,,,,,,,
2234,0,Colombo,,,,,,,
2235,0,Colombo,,,,,,,
2236,21.2,Colombo,,,,,,,
2237,2,Colombo,,,,,,,
2238,4.5,Colombo,,,,,,,
2239,4.4,Colombo,,,,,,,
2240,3.3,Colombo,,,,,,,
2241,6,Colombo,,,,,,,
2242,0,Colombo,,,,,,,
2243,0,Colombo,,,,,,,
2244,0.4,Colombo,,,,,,,
2245,0,Colombo,,,,,,,
2246,9.5,Colombo,,,,,,,
2247,0,Colombo,,,,,,,
2248,0.8,Colombo,,,,,,,
2249,0.3,Colombo,,,,,,,
2250,2.9,Colombo,,,,,,,
2251,1.8,Colombo,,,,,,,
2252,0.7,Colombo,,,,,,,
2253,1.9,Colombo,,,,,,,
2254,2.7,Colombo,,,,,,,
2255,0.7,Colombo,,,,,,,
2256,2,Colombo,,,,,,,
2257,1.5,Colombo,,,,,,,
2258,1.5,Colombo,,,,,,,
2259,0,Colombo,,,,,,,
2260,2.5,Colombo,,,,,,,
2261,1.4,Colombo,,,,,,,
2262,1.7,Colombo,,,,,,,
2263,0.6,Colombo,,,,,,,
2264,0.3,Colombo,,,,,,,
2265,0.6,Colombo,,,,,,,
2266,0.8,Colombo,,,,,,,
2267,0,Colombo,,,,,,,
2268,0,Colombo,,,,,,,
2269,2.2,Colombo,,,,,,,
2270,0,Colombo,,,,,,,
2271,0,Colombo,,,,,,,
2272,0.2,Colombo,,,,,,,
2273,0.1,Colombo,,,,,,,
2274,0,Colombo,,,,,,,
2275,0.6,Colombo,,,,,,,
2276,1,Colombo,,,,,,,
2277,3,Colombo,,,,,,,
2278,3.6,Colombo,,,,,,,
2279,6.2,Colombo,,,,,,,
2280,5.1,Colombo,,,,,,,
2281,0.6,Colombo,,,,,,,
2282,5,Colombo,,,,,,,
2283,0.2,Colombo,,,,,,,
2284,1.4,Colombo,,,,,,,
2285,2.3,Colombo,,,,,,,
2286,10.9,Colombo,,,,,,,
2287,0.6,Colombo,,,,,,,
2288,6.1,Colombo,,,,,,,
2289,1,Colombo,,,,,,,
2290,0.4,Colombo,,,,,,,
2291,1.6,Colombo,,,,,,,
2292,0.7,Colombo,,,,,,,
2293,1.5,Colombo,,,,,,,
2294,0.3,Colombo,,,,,,,
2295,2.8,Colombo,,,,,,,
