index,rain_sum,city,,,,,,,
3050,10.5,Colombo,,,,,,,
3051,20.9,Colombo,,,,,,,
3052,16.6,Colombo,,,,,,,
3053,21.3,Colombo,,,,,,,
3054,9.1,Colombo,,,,,,,
3055,11.5,Colombo,,,,,,,
3056,3.3,Colombo,,,,,,,
3057,22.3,Colombo,,,,,,,
3058,18.9,Colombo,,,,,,,
3059,17.4,Colombo,,,,,,,
3060,6,Colombo,,,,,,,
3061,26.7,Colombo,,,,,,,
3062,14.6,Colombo,,,,,,,
3063,7.8,Colombo,,,,,,,
3064,13.9,Colombo,,,,,,,
3065,37.5,Colombo,,,,,,,
3066,22.4,Colombo,,,,,,,
3067,17.4,Colombo,,,,,,,
3068,20.5,Colombo,,,,,,,
3069,10.2,Colombo,,,,,,,
3070,2.7,Colombo,,,,,,,
3071,4.7,Colombo,,,,,,,
3072,8,Colombo,,,,,,,
3073,13.8,Colombo,,,,,,,
3074,29.9,Colombo,,,,,,,
3075,16.6,Colombo,,,,,,,
3076,18.9,Colombo,,,,,,,
3077,11.1,Colombo,,,,,,,
3078,35.7,Colombo,,,,,,,
3079,48.6,Colombo,,,,,,,
3080,14.5,Colombo,,,,,,,
3081,13.4,Colombo,,,,,,,
3082,7.2,Colombo,,,,,,,
3083,3.9,Colombo,,,,,,,
3084,1.6,Colombo,,,,,,,
3085,7.3,Colombo,,,,,,,
3086,10.3,Colombo,,,,,,,
3087,11.6,Colombo,,,,,,,
3088,8.5,Colombo,,,,,,,
3089,10.2,Colombo,,,,,,,
3090,10.4,Colombo,,,,,,,
3091,2.1,Colombo,,,,,,,
3092,3.5,Colombo,,,,,,,
3093,11,Colombo,,,,,,,
3094,6.6,Colombo,,,,,,,
3095,5.2,Colombo,,,,,,,
3096,6.1,Colombo,,,,,,,
3097,9.6,Colombo,,,,,,,
3098,14.3,Colombo,,,,,,,
3099,10.9,Colombo,,,,,,,
3100,8.4,Colombo,,,,,,,
3101,11.2,Colombo,,,,,,,
3102,14.2,Colombo,,,,,,,
3103,3.8,Colombo,,,,,,,
3104,7.4,Colombo,,,,,,,
3105,1.8,Colombo,,,,,,,
3106,4.5,Colombo,,,,,,,
3107,5.1,Colombo,,,,,,,
3108,7.9,Colombo,,,,,,,
3109,3.9,Colombo,,,,,,,
3110,7.7,Colombo,,,,,,,
3111,11.4,Colombo,,,,,,,
3112,14,Colombo,,,,,,,
3113,21.6,Colombo,,,,,,,
3114,7.9,Colombo,,,,,,,
3115,4,Colombo,,,,,,,
3116,5.9,Colombo,,,,,,,
3117,12.9,Colombo,,,,,,,
3118,10.7,Colombo,,,,,,,
3119,2.5,Colombo,,,,,,,
3120,1.4,Colombo,,,,,,,
3121,2.3,Colombo,,,,,,,
3122,1,Colombo,,,,,,,
3123,0.9,Colombo,,,,,,,
3124,0,Colombo,,,,,,,
3125,0.3,Colombo,,,,,,,
3126,0.2,Colombo,,,,,,,
3127,1,Colombo,,,,,,,
3128,0,Colombo,,,,,,,
3129,1.2,Colombo,,,,,,,
3130,2.7,Colombo,,,,,,,
3131,4.5,Colombo,,,,,,,
3132,9.7,Colombo,,,,,,,
3133,11,Colombo,,,,,,,
3134,6.6,Colombo,,,,,,,
3135,8.8,Colombo,,,,,,,
3136,2.6,Colombo,,,,,,,
3137,2,Colombo,,,,,,,
3138,3.2,Colombo,,,,,,,
3139,3.2,Colombo,,,,,,,
3140,4.4,Colombo,,,,,,,
3141,10.8,Colombo,,,,,,,
3142,4.2,Colombo,,,,,,,
3143,3.6,Colombo,,,,,,,
3144,2.4,Colombo,,,,,,,
3145,3.8,Colombo,,,,,,,
3146,6.5,Colombo,,,,,,,
3147,16.4,Colombo,,,,,,,
3148,18.6,Colombo,,,,,,,
3149,3.4,Colombo,,,,,,,
3150,8.2,Colombo,,,,,,,
3151,7.4,Colombo,,,,,,,
3152,6.3,Colombo,,,,,,,
3153,2.5,Colombo,,,,,,,
3154,0.9,Colombo,,,,,,,
3155,0.6,Colombo,,,,,,,
3156,0.1,Colombo,,,,,,,
3157,0.4,Colombo,,,,,,,
3158,0.9,Colombo,,,,,,,
3159,0.9,Colombo,,,,,,,
3160,2.5,Colombo,,,,,,,
3161,0.3,Colombo,,,,,,,
3162,0.7,Colombo,,,,,,,
3163,1.4,Colombo,,,,,,,
3164,2.7,Colombo,,,,,,,
3165,1.2,Colombo,,,,,,,
3166,2.2,Colombo,,,,,,,
3167,0,Colombo,,,,,,,
3168,0.1,Colombo,,,,,,,
3169,0,Colombo,,,,,,,
3170,0,Colombo,,,,,,,
3171,2.7,Colombo,,,,,,,
3172,0.8,Colombo,,,,,,,
3173,1.2,Colombo,,,,,,,
3174,0.2,Colombo,,,,,,,
3175,0,Colombo,,,,,,,
3176,0,Colombo,,,,,,,
3177,0,Colombo,,,,,,,
3178,0,Colombo,,,,,,,
3179,0.1,Colombo,,,,,,,
3180,0.2,Colombo,,,,,,,
3181,2.8,Colombo,,,,,,,
3182,5.8,Colombo,,,,,,,
3183,2.6,Colombo,,,,,,,
3184,7.3,Colombo,,,,,,,
3185,11.6,Colombo,,,,,,,
3186,9.5,Colombo,,,,,,,
3187,5.1,Colombo,,,,,,,
3188,12.3,Colombo,,,,,,,
3189,12.4,Colombo,,,,,,,
3190,3.7,Colombo,,,,,,,
3191,6.6,Colombo,,,,,,,
3192,16,Colombo,,,,,,,
3193,45.2,Colombo,,,,,,,
3194,67.7,Colombo,,,,,,,
3195,10,Colombo,,,,,,,
3196,10.2,Colombo,,,,,,,
3197,6,Colombo,,,,,,,
3198,5.6,Colombo,,,,,,,
3199,4.6,Colombo,,,,,,,
3200,13.9,Colombo,,,,,,,
3201,15.3,Colombo,,,,,,,
3202,16.8,Colombo,,,,,,,
3203,10.4,Colombo,,,,,,,
3204,10.2,Colombo,,,,,,,
3205,11.8,Colombo,,,,,,,
3206,5.2,Colombo,,,,,,,
3207,25.7,Colombo,,,,,,,
3208,4.4,Colombo,,,,,,,
3209,5.1,Colombo,,,,,,,
3210,7.7,Colombo,,,,,,,
3211,4.3,Colombo,,,,,,,
3212,1.5,Colombo,,,,,,,
3213,4.6,Colombo,,,,,,,
3214,6.5,Colombo,,,,,,,
3215,5.4,Colombo,,,,,,,
3216,22.8,Colombo,,,,,,,
3217,12.2,Colombo,,,,,,,
3218,77.4,Colombo,,,,,,,
3219,5.6,Colombo,,,,,,,
3220,15.3,Colombo,,,,,,,
3221,9.2,Colombo,,,,,,,
3222,10.8,Colombo,,,,,,,
3223,1,Colombo,,,,,,,
3224,1.3,Colombo,,,,,,,
3225,7.8,Colombo,,,,,,,
3226,12.2,Colombo,,,,,,,
3227,9.1,Colombo,,,,,,,
3228,15.2,Colombo,,,,,,,
3229,1.7,Colombo,,,,,,,
3230,29.3,Colombo,,,,,,,
3231,16.7,Colombo,,,,,,,
3232,12.9,Colombo,,,,,,,
3233,17.8,Colombo,,,,,,,
3234,11.4,Colombo,,,,,,,
3235,2.5,Colombo,,,,,,,
3236,0,Colombo,,,,,,,
3237,0.5,Colombo,,,,,,,
3238,1.1,Colombo,,,,,,,
3239,1.4,Colombo,,,,,,,
3240,0,Colombo,,,,,,,
3241,2.1,Colombo,,,,,,,
3242,4.4,Colombo,,,,,,,
3243,19.8,Colombo,,,,,,,
3244,17.8,Colombo,,,,,,,
3245,7.6,Colombo,,,,,,,
3246,3.1,Colombo,,,,,,,
3247,2.6,Colombo,,,,,,,
3248,14.1,Colombo,,,,,,,
3249,4.6,Colombo,,,,,,,
3250,6.7,Colombo,,,,,,,
3251,3.6,Colombo,,,,,,,
3252,4.1,Colombo,,,,,,,
3253,17,Colombo,,,,,,,
3254,5.8,Colombo,,,,,,,
3255,8.7,Colombo,,,,,,,
3256,0,Colombo,,,,,,,
3257,0,Colombo,,,,,,,
3258,10.5,Colombo,,,,,,,
3259,10.7,Colombo,,,,,,,
3260,16.1,Colombo,,,,,,,
3261,2.9,Colombo,,,,,,,
3262,3.1,Colombo,,,,,,,
3263,2,Colombo,,,,,,,
3264,4,Colombo,,,,,,,
3265,0,Colombo,,,,,,,
3266,0,Colombo,,,,,,,
3267,0,Colombo,,,,,,,
3268,0,Colombo,,,,,,,
3269,0,Colombo,,,,,,,
3270,1.2,Colombo,,,,,,,
3271,0,Colombo,,,,,,,
3272,0,Colombo,,,,,,,
3273,0,Colombo,,,,,,,
3274,0.3,Colombo,,,,,,,
3275,0.4,Colombo,,,,,,,
3276,2.1,Colombo,,,,,,,
3277,8.8,Colombo,,,,,,,
3278,8,Colombo,,,,,,,
3279,5.4,Colombo,,,,,,,
3280,2.1,Colombo,,,,,,,
3281,5.7,Colombo,,,,,,,
3282,5,Colombo,,,,,,,
3283,0.1,Colombo,,,,,,,
3284,0,Colombo,,,,,,,
3285,0.1,Colombo,,,,,,,
3286,0,Colombo,,,,,,,
3287,0,Colombo,,,,,,,
3288,0,Colombo,,,,,,,
3289,0,Colombo,,,,,,,
3290,0,Colombo,,,,,,,
3291,0,Colombo,,,,,,,
3292,0,Colombo,,,,,,,
3293,0,Colombo,,,,,,,
3294,0,Colombo,,,,,,,
3295,0,Colombo,,,,,,,
3296,0.3,Colombo,,,,,,,
3297,9.6,Colombo,,,,,,,
3298,0.8,Colombo,,,,,,,
3299,7.6,Colombo,,,,,,,
3300,6.2,Colombo,,,,,,,
3301,0.5,Colombo,,,,,,,
3302,0.7,Colombo,,,,,,,
3303,0,Colombo,,,,,,,
3304,0,Colombo,,,,,,,
3305,0,Colombo,,,,,,,
3306,0,Colombo,,,,,,,
3307,0,Colombo,,,,,,,
3308,0,Colombo,,,,,,,
3309,0,Colombo,,,,,,,
3310,0,Colombo,,,,,,,
3311,0.1,Colombo,,,,,,,
3312,1.4,Colombo,,,,,,,
3313,2.5,Colombo,,,,,,,
3314,0.3,Colombo,,,,,,,
3315,0,Colombo,,,,,,,
3316,0,Colombo,,,,,,,
3317,0,Colombo,,,,,,,
3318,0,Colombo,,,,,,,
3319,0.1,Colombo,,,,,,,
3320,4.8,Colombo,,,,,,,
3321,26.3,Colombo,,,,,,,
3322,11.5,Colombo,,,,,,,
3323,7.3,Colombo,,,,,,,
3324,1.3,Colombo,,,,,,,
3325,17.2,Colombo,,,,,,,
3326,16.1,Colombo,,,,,,,
3327,3.3,Colombo,,,,,,,
3328,0,Colombo,,,,,,,
3329,0.4,Colombo,,,,,,,
3330,0.3,Colombo,,,,,,,
3331,0.2,Colombo,,,,,,,
3332,5,Colombo,,,,,,,
3333,14.9,Colombo,,,,,,,
3334,7.7,Colombo,,,,,,,
3335,1.8,Colombo,,,,,,,
3336,1.3,Colombo,,,,,,,
3337,0.5,Colombo,,,,,,,
3338,0,Colombo,,,,,,,
3339,0,Colombo,,,,,,,
3340,0.1,Colombo,,,,,,,
3341,0.3,Colombo,,,,,,,
3342,1.3,Colombo,,,,,,,
3343,26.3,Colombo,,,,,,,
3344,10.4,Colombo,,,,,,,
3345,0,Colombo,,,,,,,
3346,0.4,Colombo,,,,,,,
3347,0.6,Colombo,,,,,,,
3348,4.9,Colombo,,,,,,,
3349,1.4,Colombo,,,,,,,
3350,0,Colombo,,,,,,,
3351,0.3,Colombo,,,,,,,
3352,0.2,Colombo,,,,,,,
3353,0,Colombo,,,,,,,
3354,5.2,Colombo,,,,,,,
3355,0,Colombo,,,,,,,
3356,0.5,Colombo,,,,,,,
3357,0.9,Colombo,,,,,,,
3358,0.4,Colombo,,,,,,,
3359,0,Colombo,,,,,,,
3360,0.3,Colombo,,,,,,,
3361,1.9,Colombo,,,,,,,
3362,17.7,Colombo,,,,,,,
3363,15,Colombo,,,,,,,
3364,0,Colombo,,,,,,,
3365,0.2,Colombo,,,,,,,
3366,7.9,Colombo,,,,,,,
3367,0.5,Colombo,,,,,,,
3368,6.2,Colombo,,,,,,,
3369,0,Colombo,,,,,,,
3370,0.2,Colombo,,,,,,,
3371,0.5,Colombo,,,,,,,
3372,0.1,Colombo,,,,,,,
3373,0,Colombo,,,,,,,
3374,0,Colombo,,,,,,,
3375,0.7,Colombo,,,,,,,
3376,0,Colombo,,,,,,,
3377,0,Colombo,,,,,,,
3378,0,Colombo,,,,,,,
3379,0.3,Colombo,,,,,,,
3380,0,Colombo,,,,,,,
3381,0.6,Colombo,,,,,,,
3382,0,Colombo,,,,,,,
3383,1,Colombo,,,,,,,
3384,0.2,Colombo,,,,,,,
3385,1.2,Colombo,,,,,,,
3386,3.7,Colombo,,,,,,,
3387,5.5,Colombo,,,,,,,
3388,1,Colombo,,,,,,,
3389,4,Colombo,,,,,,,
3390,1.6,Colombo,,,,,,,
3391,4.8,Colombo,,,,,,,
3392,27.5,Colombo,,,,,,,
3393,2.7,Colombo,,,,,,,
3394,7.1,Colombo,,,,,,,
3395,9.5,Colombo,,,,,,,
3396,23.6,Colombo,,,,,,,
3397,1.4,Colombo,,,,,,,
3398,7,Colombo,,,,,,,
3399,4.7,Colombo,,,,,,,
3400,0.8,Colombo,,,,,,,
3401,6.4,Colombo,,,,,,,
3402,4.4,Colombo,,,,,,,
3403,1.7,Colombo,,,,,,,
3404,5.7,Colombo,,,,,,,
3405,14.8,Colombo,,,,,,,
3406,11.6,Colombo,,,,,,,
3407,5.8,Colombo,,,,,,,
3408,4.9,Colombo,,,,,,,
3409,15.8,Colombo,,,,,,,
3410,4.1,Colombo,,,,,,,
3411,0.5,Colombo,,,,,,,
3412,0,Colombo,,,,,,,
3413,2.6,Colombo,,,,,,,
3414,0.5,Colombo,,,,,,,
3415,0,Colombo,,,,,,,
3416,1.5,Colombo,,,,,,,
3417,2.8,Colombo,,,,,,,
3418,4.5,Colombo,,,,,,,
3419,4,Colombo,,,,,,,
3420,3.7,Colombo,,,,,,,
3421,3.5,Colombo,,,,,,,
3422,4.2,Colombo,,,,,,,
3423,2.2,Colombo,,,,,,,
3424,3.1,Colombo,,,,,,,
3425,2.1,Colombo,,,,,,,
3426,1.3,Colombo,,,,,,,
3427,3.5,Colombo,,,,,,,
3428,0.9,Colombo,,,,,,,
3429,2.8,Colombo,,,,,,,
3430,10.5,Colombo,,,,,,,
3431,7.7,Colombo,,,,,,,
3432,1.2,Colombo,,,,,,,
3433,2.7,Colombo,,,,,,,
3434,4.3,Colombo,,,,,,,
3435,10,Colombo,,,,,,,
3436,7.5,Colombo,,,,,,,
3437,0.6,Colombo,,,,,,,
3438,0.6,Colombo,,,,,,,
3439,3.2,Colombo,,,,,,,
3440,7.6,Colombo,,,,,,,
3441,14.2,Colombo,,,,,,,
3442,18.9,Colombo,,,,,,,
3443,17,Colombo,,,,,,,
3444,15.9,Colombo,,,,,,,
3445,5,Colombo,,,,,,,
3446,16.2,Colombo,,,,,,,
3447,4.9,Colombo,,,,,,,
3448,3.2,Colombo,,,,,,,
3449,11.3,Colombo,,,,,,,
3450,20.5,Colombo,,,,,,,
3451,5.7,Colombo,,,,,,,
3452,8.9,Colombo,,,,,,,
3453,7.8,Colombo,,,,,,,
3454,10.4,Colombo,,,,,,,
3455,6.4,Colombo,,,,,,,
3456,5.6,Colombo,,,,,,,
3457,12.2,Colombo,,,,,,,
3458,7.1,Colombo,,,,,,,
3459,16.1,Colombo,,,,,,,
3460,3.5,Colombo,,,,,,,
3461,3,Colombo,,,,,,,
3462,3.2,Colombo,,,,,,,
3463,2.7,Colombo,,,,,,,
3464,3.7,Colombo,,,,,,,
3465,1.6,Colombo,,,,,,,
3466,2.5,Colombo,,,,,,,
3467,3.1,Colombo,,,,,,,
3468,2.3,Colombo,,,,,,,
3469,2,Colombo,,,,,,,
3470,2.6,Colombo,,,,,,,
3471,1.8,Colombo,,,,,,,
3472,1.5,Colombo,,,,,,,
3473,2,Colombo,,,,,,,
3474,2.3,Colombo,,,,,,,
3475,3.5,Colombo,,,,,,,
3476,5.4,Colombo,,,,,,,
3477,6.4,Colombo,,,,,,,
3478,2.9,Colombo,,,,,,,
3479,3.8,Colombo,,,,,,,
3480,4.2,Colombo,,,,,,,
3481,5,Colombo,,,,,,,
3482,2.7,Colombo,,,,,,,
3483,6.2,Colombo,,,,,,,
3484,20.6,Colombo,,,,,,,
3485,33.3,Colombo,,,,,,,
3486,4,Colombo,,,,,,,
3487,6.4,Colombo,,,,,,,
3488,15.1,Colombo,,,,,,,
3489,1.5,Colombo,,,,,,,
3490,0.5,Colombo,,,,,,,
3491,4,Colombo,,,,,,,
3492,10.6,Colombo,,,,,,,
3493,2.9,Colombo,,,,,,,
3494,0,Colombo,,,,,,,
3495,0.8,Colombo,,,,,,,
3496,1,Colombo,,,,,,,
3497,0.9,Colombo,,,,,,,
3498,1.7,Colombo,,,,,,,
3499,5.1,Colombo,,,,,,,
3500,3.2,Colombo,,,,,,,
3501,2.9,Colombo,,,,,,,
3502,2.2,Colombo,,,,,,,
3503,3.5,Colombo,,,,,,,
3504,4,Colombo,,,,,,,
3505,13.6,Colombo,,,,,,,
3506,12.3,Colombo,,,,,,,
3507,10.4,Colombo,,,,,,,
3508,29.5,Colombo,,,,,,,
3509,12.9,Colombo,,,,,,,
3510,6.5,Colombo,,,,,,,
3511,44.3,Colombo,,,,,,,
3512,11.6,Colombo,,,,,,,
3513,6.7,Colombo,,,,,,,
3514,18.5,Colombo,,,,,,,
3515,12.6,Colombo,,,,,,,
3516,7.6,Colombo,,,,,,,
3517,2.3,Colombo,,,,,,,
3518,11.4,Colombo,,,,,,,
3519,17.3,Colombo,,,,,,,
3520,19.1,Colombo,,,,,,,
3521,13.7,Colombo,,,,,,,
3522,7.1,Colombo,,,,,,,
3523,10.9,Colombo,,,,,,,
3524,6.8,Colombo,,,,,,,
3525,3.4,Colombo,,,,,,,
3526,5.1,Colombo,,,,,,,
3527,25.6,Colombo,,,,,,,
3528,5.9,Colombo,,,,,,,
3529,3.2,Colombo,,,,,,,
3530,7.2,Colombo,,,,,,,
3531,4,Colombo,,,,,,,
3532,4.4,Colombo,,,,,,,
3533,3.1,Colombo,,,,,,,
3534,2.8,Colombo,,,,,,,
3535,3.5,Colombo,,,,,,,
3536,1,Colombo,,,,,,,
3537,2,Colombo,,,,,,,
3538,1.8,Colombo,,,,,,,
3539,6.1,Colombo,,,,,,,
3540,15,Colombo,,,,,,,
3541,12.3,Colombo,,,,,,,
3542,7.9,Colombo,,,,,,,
3543,2.8,Colombo,,,,,,,
3544,17.4,Colombo,,,,,,,
3545,25.1,Colombo,,,,,,,
3546,5.1,Colombo,,,,,,,
3547,5.4,Colombo,,,,,,,
3548,10.3,Colombo,,,,,,,
3549,5.2,Colombo,,,,,,,
3550,7.6,Colombo,,,,,,,
3551,18.7,Colombo,,,,,,,
3552,32.1,Colombo,,,,,,,
3553,28.4,Colombo,,,,,,,
3554,16.4,Colombo,,,,,,,
3555,0.6,Colombo,,,,,,,
3556,1.2,Colombo,,,,,,,
3557,7,Colombo,,,,,,,
3558,6.6,Colombo,,,,,,,
3559,7.9,Colombo,,,,,,,
3560,10,Colombo,,,,,,,
3561,1,Colombo,,,,,,,
3562,23.4,Colombo,,,,,,,
3563,9.2,Colombo,,,,,,,
3564,7.1,Colombo,,,,,,,
3565,17.7,Colombo,,,,,,,
3566,13.1,Colombo,,,,,,,
3567,9.3,Colombo,,,,,,,
3568,13.2,Colombo,,,,,,,
3569,4.9,Colombo,,,,,,,
3570,11.6,Colombo,,,,,,,
3571,10,Colombo,,,,,,,
3572,54.7,Colombo,,,,,,,
3573,36.3,Colombo,,,,,,,
3574,60.4,Colombo,,,,,,,
3575,13.8,Colombo,,,,,,,
3576,1.8,Colombo,,,,,,,
3577,5.4,Colombo,,,,,,,
3578,11.1,Colombo,,,,,,,
3579,71.1,Colombo,,,,,,,
3580,17.4,Colombo,,,,,,,
3581,8.9,Colombo,,,,,,,
3582,5,Colombo,,,,,,,
3583,21.7,Colombo,,,,,,,
3584,3.9,Colombo,,,,,,,
3585,6.2,Colombo,,,,,,,
3586,11.1,Colombo,,,,,,,
3587,18.8,Colombo,,,,,,,
3588,23.6,Colombo,,,,,,,
3589,10.5,Colombo,,,,,,,
3590,4.1,Colombo,,,,,,,
3591,0.3,Colombo,,,,,,,
3592,5.3,Colombo,,,,,,,
3593,10,Colombo,,,,,,,
3594,3.5,Colombo,,,,,,,
3595,5.4,Colombo,,,,,,,
3596,1.2,Colombo,,,,,,,
3597,5.8,Colombo,,,,,,,
3598,6.7,Colombo,,,,,,,
3599,2.7,Colombo,,,,,,,
3600,15.4,Colombo,,,,,,,
3601,3.4,Colombo,,,,,,,
3602,6.4,Colombo,,,,,,,
3603,2,Colombo,,,,,,,
3604,1,Colombo,,,,,,,
3605,38.9,Colombo,,,,,,,
3606,8.4,Colombo,,,,,,,
3607,2.1,Colombo,,,,,,,
3608,6.1,Colombo,,,,,,,
3609,25.5,Colombo,,,,,,,
3610,1.2,Colombo,,,,,,,
3611,4.1,Colombo,,,,,,,
3612,12.8,Colombo,,,,,,,
3613,35.8,Colombo,,,,,,,
3614,7,Colombo,,,,,,,
3615,11.6,Colombo,,,,,,,
3616,6.2,Colombo,,,,,,,
3617,13,Colombo,,,,,,,
3618,19.3,Colombo,,,,,,,
3619,18.8,Colombo,,,,,,,
3620,46.8,Colombo,,,,,,,
3621,5.1,Colombo,,,,,,,
3622,9.1,Colombo,,,,,,,
3623,3.8,Colombo,,,,,,,
3624,27.6,Colombo,,,,,,,
3625,41.7,Colombo,,,,,,,
3626,8.2,Colombo,,,,,,,
3627,28.2,Colombo,,,,,,,
3628,5.5,Colombo,,,,,,,
3629,8.4,Colombo,,,,,,,
3630,8.5,Colombo,,,,,,,
3631,5.1,Colombo,,,,,,,
3632,2.2,Colombo,,,,,,,
3633,5.2,Colombo,,,,,,,
3634,2,Colombo,,,,,,,
3635,7.2,Colombo,,,,,,,
3636,0,Colombo,,,,,,,
3637,4.5,Colombo,,,,,,,
3638,9.8,Colombo,,,,,,,
3639,9.9,Colombo,,,,,,,
3640,74.3,Colombo,,,,,,,
3641,1.8,Colombo,,,,,,,
3642,62.1,Colombo,,,,,,,
3643,16.7,Colombo,,,,,,,
3644,4.3,Colombo,,,,,,,
3645,2.5,Colombo,,,,,,,
3646,1.4,Colombo,,,,,,,
3647,0.1,Colombo,,,,,,,
3648,0.1,Colombo,,,,,,,
3649,0,Colombo,,,,,,,
3650,0.3,Colombo,,,,,,,
3651,0.1,Colombo,,,,,,,
3652,1.1,Colombo,,,,,,,
3653,6.7,Colombo,,,,,,,
3654,1.1,Colombo,,,,,,,
3655,1.7,Colombo,,,,,,,
3656,0.2,Colombo,,,,,,,
3657,0.1,Colombo,,,,,,,
3658,0,Colombo,,,,,,,
3659,0.1,Colombo,,,,,,,
3660,0,Colombo,,,,,,,
3661,0.1,Colombo,,,,,,,
3662,0,Colombo,,,,,,,
3663,0.4,Colombo,,,,,,,
3664,0,Colombo,,,,,,,
3665,0,Colombo,,,,,,,
3666,0,Colombo,,,,,,,
3667,0,Colombo,,,,,,,
3668,0.3,Colombo,,,,,,,
3669,0.6,Colombo,,,,,,,
3670,0.3,Colombo,,,,,,,
3671,2.1,Colombo,,,,,,,
3672,0.5,Colombo,,,,,,,
3673,1.6,Colombo,,,,,,,
3674,1.4,Colombo,,,,,,,
3675,0.4,Colombo,,,,,,,
3676,0,Colombo,,,,,,,
3677,0,Colombo,,,,,,,
3678,0,Colombo,,,,,,,
3679,0,Colombo,,,,,,,
3680,0,Colombo,,,,,,,
3681,0,Colombo,,,,,,,
3682,0,Colombo,,,,,,,
3683,0.9,Colombo,,,,,,,
3684,1.1,Colombo,,,,,,,
3685,0,Colombo,,,,,,,
3686,0.6,Colombo,,,,,,,
3687,0.6,Colombo,,,,,,,
3688,0,Colombo,,,,,,,
3689,0,Colombo,,,,,,,
3690,0,Colombo,,,,,,,
3691,0,Colombo,,,,,,,
3692,0,Colombo,,,,,,,
3693,0,Colombo,,,,,,,
3694,3.3,Colombo,,,,,,,
3695,2.2,Colombo,,,,,,,
3696,3.1,Colombo,,,,,,,
3697,4.7,Colombo,,,,,,,
3698,0.8,Colombo,,,,,,,
3699,0,Colombo,,,,,,,
3700,0,Colombo,,,,,,,
3701,0,Colombo,,,,,,,
3702,0,Colombo,,,,,,,
3703,1.1,Colombo,,,,,,,
3704,4.7,Colombo,,,,,,,
3705,0,Colombo,,,,,,,
3706,0.3,Colombo,,,,,,,
3707,0.2,Colombo,,,,,,,
3708,0.9,Colombo,,,,,,,
3709,0.2,Colombo,,,,,,,
3710,0.4,Colombo,,,,,,,
3711,0.5,Colombo,,,,,,,
3712,0,Colombo,,,,,,,
3713,0,Colombo,,,,,,,
3714,0,Colombo,,,,,,,
3715,0,Colombo,,,,,,,
3716,0.5,Colombo,,,,,,,
3717,0.7,Colombo,,,,,,,
3718,1.2,Colombo,,,,,,,
3719,0.1,Colombo,,,,,,,
3720,0.1,Colombo,,,,,,,
3721,0.3,Colombo,,,,,,,
3722,0.3,Colombo,,,,,,,
3723,0.3,Colombo,,,,,,,
3724,0.4,Colombo,,,,,,,
3725,0.9,Colombo,,,,,,,
3726,1.6,Colombo,,,,,,,
3727,1.7,Colombo,,,,,,,
3728,6.4,Colombo,,,,,,,
3729,0.4,Colombo,,,,,,,
3730,14.2,Colombo,,,,,,,
3731,4.2,Colombo,,,,,,,
3732,0.6,Colombo,,,,,,,
3733,0,Colombo,,,,,,,
3734,0,Colombo,,,,,,,
3735,0.5,Colombo,,,,,,,
3736,1.1,Colombo,,,,,,,
3737,0.3,Colombo,,,,,,,
3738,0,Colombo,,,,,,,
3739,0.1,Colombo,,,,,,,
3740,1.3,Colombo,,,,,,,
3741,1,Colombo,,,,,,,
3742,1.1,Colombo,,,,,,,
3743,0,Colombo,,,,,,,
3744,0,Colombo,,,,,,,
3745,0,Colombo,,,,,,,
3746,5.5,Colombo,,,,,,,
3747,2.1,Colombo,,,,,,,
3748,0.7,Colombo,,,,,,,
3749,4.6,Colombo,,,,,,,
3750,3.4,Colombo,,,,,,,
3751,12.8,Colombo,,,,,,,
3752,1.9,Colombo,,,,,,,
3753,8.8,Colombo,,,,,,,
3754,8.1,Colombo,,,,,,,
3755,4.1,Colombo,,,,,,,
3756,10.8,Colombo,,,,,,,
3757,6,Colombo,,,,,,,
3758,8.2,Colombo,,,,,,,
3759,5.7,Colombo,,,,,,,
3760,4.2,Colombo,,,,,,,
3761,5.6,Colombo,,,,,,,
3762,6.6,Colombo,,,,,,,
3763,13.5,Colombo,,,,,,,
3764,6.4,Colombo,,,,,,,
3765,15.9,Colombo,,,,,,,
3766,6,Colombo,,,,,,,
3767,4.4,Colombo,,,,,,,
3768,1.9,Colombo,,,,,,,
3769,1.7,Colombo,,,,,,,
3770,5.4,Colombo,,,,,,,
3771,1,Colombo,,,,,,,
3772,1.7,Colombo,,,,,,,
3773,4.4,Colombo,,,,,,,
3774,1,Colombo,,,,,,,
3775,2.9,Colombo,,,,,,,
3776,8,Colombo,,,,,,,
3777,7.5,Colombo,,,,,,,
3778,8.5,Colombo,,,,,,,
3779,8.9,Colombo,,,,,,,
3780,3.8,Colombo,,,,,,,
3781,5.7,Colombo,,,,,,,
3782,23.3,Colombo,,,,,,,
3783,5.2,Colombo,,,,,,,
3784,16.3,Colombo,,,,,,,
3785,8,Colombo,,,,,,,
3786,3.3,Colombo,,,,,,,
3787,11.3,Colombo,,,,,,,
3788,6,Colombo,,,,,,,
3789,8.5,Colombo,,,,,,,
3790,18.8,Colombo,,,,,,,
3791,22.3,Colombo,,,,,,,
3792,4,Colombo,,,,,,,
3793,30,Colombo,,,,,,,
3794,13.6,Colombo,,,,,,,
3795,2.6,Colombo,,,,,,,
3796,4.7,Colombo,,,,,,,
3797,2.1,Colombo,,,,,,,
3798,7.6,Colombo,,,,,,,
3799,13.5,Colombo,,,,,,,
3800,11.5,Colombo,,,,,,,
3801,13.9,Colombo,,,,,,,
3802,5.4,Colombo,,,,,,,
